film_title,bechdel_test,male_rating,male_num_reviews,female_rating,female_num_reviews,majority_reviewer_gender,gender_who_preferred,large_diff
When the Wind Blows,fail,7.8,3895,8,781,male,female,FALSE
A Chorus Line,pass,5.9,3371,6.4,1546,male,female,TRUE
A Room with a View,pass,7.3,10700,7.7,7691,male,female,TRUE
After Hours,fail,7.7,21779,7.6,2894,male,male,FALSE
Agnes of God,pass,6.5,2586,6.9,904,male,female,TRUE
Anne of Green Gables,pass,7.7,2878,8.8,5778,female,female,TRUE
Asterix vs. Caesar,fail,6.8,3539,7,532,male,female,FALSE
Back to the Future,fail,8.5,334881,8.4,71862,male,male,FALSE
Barbarian Queen,pass,3.7,881,3.4,100,male,male,TRUE
Better Off Dead,pass,7.3,16769,7.4,4851,male,female,FALSE
The Black Cauldron,pass,6.4,9828,6.5,4167,male,female,FALSE
Brazil,pass,8,88001,8,12970,male,equal,FALSE
The Breakfast Club,pass,7.9,107553,8.2,49868,male,female,FALSE
The Care Bears Movie,pass,5,1911,6.3,1100,male,female,TRUE
Clue,pass,7.2,27337,7.8,9194,male,female,TRUE
The Color Purple,pass,7.6,28069,8.2,12442,male,female,TRUE
Commando,fail,6.6,64603,6.4,4270,male,male,FALSE
Day of the Dead,fail,7.2,30542,7.1,3095,male,male,FALSE
Desert Hearts,pass,6.7,873,7.3,1110,female,female,TRUE
Desperately Seeking Susan,pass,5.7,7059,6.2,3110,male,female,TRUE
Detective,fail,6.1,731,6.9,89,male,female,TRUE
Dim Sum: A Little Bit of Heart,pass,6.5,150,6.5,49,male,equal,FALSE
Enemy Mine,fail,6.9,20425,7.2,2654,male,female,FALSE
Fandango,fail,6.6,3466,6.5,644,male,male,FALSE
Fletch,fail,6.9,21954,6.6,2395,male,male,TRUE
Girls Just Want to Have Fun,pass,5.3,2142,6.6,2970,female,female,TRUE
The Goonies,pass,7.7,88392,8,24172,male,female,FALSE
Huang tudi (Yellow Earth),fail,7.2,814,7.5,174,male,female,FALSE
Just One of the Guys,pass,6.3,4380,6.8,1750,male,female,TRUE
Ladyhawke,fail,6.8,16268,7.4,5500,male,female,TRUE
Legend,pass,6.3,22891,6.9,6285,male,female,TRUE
Mr Vampire (Geung si sin sang),fail,7.6,1323,8.2,194,male,female,TRUE
My Beautiful Laundrette,fail,6.9,5294,7.2,1620,male,female,FALSE
The Official Story,pass,7.7,2780,8,677,male,female,FALSE
Otac na sluzbenom putu,pass,7.8,3677,8,690,male,female,FALSE
Phenomena,pass,6.9,9323,6.8,1501,male,male,FALSE
Police Academy 2: Their First Assignment,fail,5.5,21603,5.6,2870,male,female,FALSE
Purple Rose of Cairo,pass,7.7,18326,7.8,4557,male,female,FALSE
Ran,fail,8.3,43468,7.6,5294,male,male,TRUE
Real Genius,fail,7,12108,7.3,2822,male,female,FALSE
Red Sonja,pass,4.9,17928,5,1711,male,female,FALSE
Return to Oz,pass,6.6,9848,7.1,3921,male,female,TRUE
Sans toi ni loi (Vagabond),pass,7.7,2226,7.8,500,male,female,FALSE
Starchaser: The Legend of Orin,fail,6.8,862,7.8,71,male,female,TRUE
Sweet Dreams,pass,6.9,1330,7.5,639,male,female,TRUE
Tomo yo shizukani nemure,fail,6.6,5,6.5,2,male,male,FALSE
The Trip To Bountiful,pass,7.6,1489,7.9,452,male,female,TRUE
Weird Science,pass,6.6,30248,6.5,7730,male,male,FALSE
Wetherby,pass,6.8,422,7.5,152,male,female,TRUE
White Nights,fail,6.3,2229,7.1,1032,male,female,TRUE
2010,fail,6.8,25347,6.7,2131,male,male,FALSE
A nightmare on Elm Street,fail,7.5,76309,7.5,17615,male,equal,FALSE
A Passage to India,pass,7.4,6914,7.4,1456,male,equal,FALSE
A Private Function,pass,6.6,1053,6.7,252,male,female,FALSE
A Soldier's Story,fail,7.2,3709,7.6,617,male,female,TRUE
The Adventures of Buckaroo Banzai Across the 8th Dimension,fail,6.4,9714,6.6,1461,male,female,FALSE
Amadeus,pass,8.4,129168,8.4,36642,male,equal,FALSE
Beverly Hills Cop,fail,7.3,71258,7.1,8470,male,male,FALSE
Blame It on Rio,pass,5.7,4452,5.4,731,male,male,FALSE
Body Double,fail,6.7,11162,6.4,1355,male,male,FALSE
The Bostonians,pass,6.2,697,6.5,272,male,female,FALSE
Conan the Destroyer,pass,5.8,38415,5.6,3537,male,male,FALSE
Dune,pass,6.6,57935,6.6,7801,male,equal,FALSE
Friday the 13th Part IV: The Final Chapter,pass,5.8,16257,5.8,2029,male,equal,FALSE
Ghostbusters,fail,7.8,136921,7.6,27385,male,male,FALSE
Gremlins,fail,7.2,71069,7.1,15201,male,male,FALSE
Indiana Jones and the Temple of Doom,fail,7.6,167604,7.6,25573,male,equal,FALSE
The Jewel in the Crown,pass,8.2,568,8.6,360,male,female,TRUE
The Karate Kid,pass,7.2,64940,7.2,12568,male,equal,FALSE
Kaze no tani no Naushika,pass,8.2,41923,8.1,11211,male,male,FALSE
The Last Starfighter,pass,6.7,16953,6.9,2081,male,female,FALSE
Love Streams,pass,8,1385,8.2,228,male,female,FALSE
The Muppets Take Manhattan,pass,6.8,7524,7.1,2273,male,female,FALSE
The Natural,fail,7.6,20757,7.5,2847,male,male,FALSE
The Neverending Story,fail,7.4,47300,7.7,16357,male,female,FALSE
Night of the Comet,pass,6.3,6912,6.7,1404,male,female,TRUE
Non ci resta che piangere,fail,7.8,1981,7.9,356,male,female,FALSE
Paris Texas,fail,8.1,24137,8,4794,male,male,FALSE
Poison for the Fairies,pass,7.3,386,7.6,118,male,female,FALSE
Police Academy,pass,6.6,50618,6.6,8262,male,equal,FALSE
Protocol,pass,5.2,1613,5.8,527,male,female,TRUE
Purple Rain,pass,6.2,6015,6.5,1739,male,female,FALSE
Repo Man,fail,6.9,14479,6.7,1655,male,male,FALSE
Secret Places,pass,6,36,6,15,male,equal,FALSE
Sixteen Candles,pass,7.1,26270,7.5,18640,male,female,TRUE
Splash,fail,6.2,25463,6.3,10017,male,female,FALSE
Star Trek III: The Search for Spock,fail,6.6,33677,6.8,3899,male,female,FALSE
Supergirl,pass,4.2,7572,4.8,1221,male,female,TRUE
The Terminator,fail,8.1,308804,7.8,42980,male,male,FALSE
This Is Spinal Tap,fail,8,61562,7.9,10171,male,male,FALSE
Top Secret!,fail,7.2,26817,7.1,3387,male,male,FALSE
What Have I Done to Deserve This?,pass,7.2,3397,7.4,957,male,female,FALSE
The Ballad of Narayama,pass,7.8,2762,7.7,515,male,male,FALSE
Born in Flames,pass,5.4,181,6.7,68,male,female,TRUE
Breathless,fail,5.7,3511,5.7,687,male,equal,FALSE
Christine,fail,6.6,27179,6.5,5281,male,male,FALSE
Dark Habits,pass,6.5,2368,7,692,male,female,TRUE
Educating Rita,pass,7.1,4944,7.5,1522,male,female,TRUE
El Norte,pass,7.8,2090,7.6,467,male,male,FALSE
Flashdance,pass,5.9,13391,6.3,8419,male,female,TRUE
Go for It,fail,7.1,3364,6.8,259,male,male,FALSE
Hercules,pass,3.5,1391,3.5,194,male,equal,FALSE
The Hunger,pass,6.5,8525,6.9,2617,male,female,TRUE
Lianna,pass,7,630,6.7,273,male,male,FALSE
Local Hero,pass,7.5,8210,7.7,1550,male,female,FALSE
Los renglones torcidos de Dios,pass,5.5,25,6.1,5,male,female,TRUE
The Man With Two Brains,fail,6.3,10909,6.3,1789,male,equal,FALSE
Rumble Fish,fail,7.2,13946,7.3,2306,male,female,FALSE
Scarface,fail,8.3,296683,8,35394,male,male,TRUE
Silkwood,pass,7.1,6503,7.6,2214,male,female,TRUE
Star Wars: Episode VI - Return of the Jedi,fail,8.4,320512,8.3,51775,male,male,FALSE
Superman III,pass,4.9,27901,5.1,2909,male,female,FALSE
Terms of Endearment,pass,7.4,18242,7.7,7234,male,female,FALSE
Terms of Endearment,fail,7.4,18242,7.7,7234,male,female,FALSE
Trading Places,fail,7.5,57919,7.3,8867,male,male,FALSE
Videodrome,fail,7.3,34034,7.1,4327,male,male,FALSE
WarGames,fail,7.1,42372,7.1,5456,male,equal,FALSE
Yellowbeard,fail,6,3414,6.1,483,male,female,FALSE
48 Hrs.,fail,6.9,30583,6.7,2884,male,male,FALSE
Annie,pass,6,9766,7.1,8096,male,female,TRUE
Banana Joe,fail,6.2,2841,6.2,212,male,equal,FALSE
The Best Little Whorehouse in Texas,pass,5.6,3940,6.4,1229,male,female,TRUE
Blade Runner,fail,8.3,252617,8,35977,male,male,TRUE
Cat People,pass,6,7589,5.9,1483,male,male,FALSE
Come Back to the Five and Dime Jimmy Dean Jimmy Dean,pass,7.5,1430,8.4,480,male,female,TRUE
Conan the Barbarian,fail,6.9,72383,6.3,7138,male,male,TRUE
Countryman,fail,7.2,210,7.4,33,male,female,FALSE
The Dark Crystal,fail,7.2,20562,7.4,6337,male,female,FALSE
Deathtrap,pass,7,4763,7.2,896,male,female,FALSE
Diner,fail,7.2,8450,7.1,1427,male,male,FALSE
The Draughtsman's Contract,fail,7.3,3951,7.4,826,male,female,FALSE
E.T.: The Extra-Terrestrial,pass,7.8,144267,7.9,37244,male,female,FALSE
Fanny and Alexander,fail,8.2,21016,8,4970,male,male,FALSE
Fast Times at Ridgemont High,fail,7.2,38539,7.1,8355,male,male,FALSE
First Blood,fail,7.7,109481,7.1,7153,male,male,TRUE
Forbidden World,pass,5.3,1202,5.4,74,male,female,FALSE
Frances,pass,7.3,2494,7.6,912,male,female,FALSE
Friday the 13th Part III,pass,5.6,17609,5.6,2196,male,equal,FALSE
Godard's Passion,pass,6.4,987,6.9,129,male,female,TRUE
Grease 2,pass,3.7,9431,4.7,7629,male,female,TRUE
The King of Comedy,fail,7.8,29469,7.5,3084,male,male,FALSE
Koyaanisqatsi,fail,8.3,14406,8.1,2055,male,male,FALSE
Ladies and Gentlemen the Fabulous Stains,pass,6.7,724,7.2,354,male,female,TRUE
The Last Unicorn,pass,7.2,7259,8,5428,male,female,TRUE
Le Retour de Martin Guerre,pass,7.3,1645,7.5,435,male,female,FALSE
Liquid Sky,pass,5.9,2006,6.8,492,male,female,TRUE
Poltergeist,pass,7.4,50809,7.4,12269,male,equal,FALSE
Porky's,fail,6.2,19444,5.8,2420,male,male,TRUE
The Secret of NIMH,pass,7.5,12875,7.8,4786,male,female,FALSE
The Slumber Party Massacre,pass,5.5,3420,5.6,526,male,female,FALSE
Smithereens,pass,6.6,366,6.5,108,male,male,FALSE
Sophie's Choice,pass,7.6,12360,7.9,6088,male,female,TRUE
Star Trek: The Wrath of Khan,pass,7.8,54111,7.7,6585,male,male,FALSE
The Thing,fail,8.2,146408,7.8,17500,male,male,TRUE
Tootsie,fail,7.4,38796,7.6,13141,male,female,FALSE
TRON,fail,6.8,59656,6.8,6997,male,equal,FALSE
An American Werewolf in London,fail,7.6,34908,7.4,5614,male,male,FALSE
Body Heat,fail,7.4,12717,7.4,2231,male,equal,FALSE
Christiane F. - Wir Kinder vom Bahnhof Zoo,pass,7.6,7000,7.8,2610,male,female,FALSE
Clash of the Titans,pass,6.8,20155,7,3447,male,female,FALSE
Das Boot,fail,8.5,94978,8.1,10036,male,male,TRUE
Escape from New York,fail,7.2,53344,7,4301,male,male,FALSE
The Evil Dead,fail,7.6,80314,7.4,11250,male,male,FALSE
The Fox and the Hound,fail,7.2,26143,7.5,13528,male,female,FALSE
Friday the 13th Part 2,fail,6,21461,6.1,2955,male,female,FALSE
The Great Muppet Caper,pass,7.2,4794,7.6,1270,male,female,TRUE
Halloween II,pass,6.5,28060,6.5,4431,male,equal,FALSE
Heavy Metal,fail,6.7,13387,6.7,1343,male,equal,FALSE
History of the World: Part I,fail,6.8,20004,7,3049,male,female,FALSE
Horror Planet,pass,3.4,1246,3.1,193,male,male,FALSE
Lady Chatterley's Lover,pass,5,934,5.6,239,male,female,TRUE
Looker,fail,6.1,1820,6.4,267,male,female,TRUE
Mommy Dearest,pass,6.4,4352,7,2275,male,female,TRUE
Ms. 45,pass,6.8,2601,7.1,316,male,female,FALSE
My Dinner With Andre,fail,7.7,5444,7.7,999,male,equal,FALSE
Outland,fail,6.6,13166,6.6,978,male,equal,FALSE
Pennies from Heaven,fail,6.5,2249,6.5,535,male,equal,FALSE
Polyester,pass,6.9,2613,7.3,601,male,female,TRUE
Quest for Fire,fail,7.4,9798,7.2,1186,male,male,FALSE
Raiders of the Lost Ark,fail,8.6,336944,8.4,58994,male,male,FALSE
Reds,pass,7.5,9159,7.8,1912,male,female,FALSE
Rich and Famous,pass,5.8,632,6.2,157,male,female,TRUE
Southern Comfort,fail,7.2,7565,7,548,male,male,FALSE
Stripes,fail,6.9,25777,6.9,2999,male,equal,FALSE
Time Bandits,fail,7,25801,6.9,3515,male,male,FALSE
Umrao Jaan,pass,7.6,324,8.4,133,male,female,TRUE
The Woman Next Door,pass,7.3,2662,7.6,684,male,female,FALSE
Airplane!,pass,7.8,87857,7.6,13709,male,male,FALSE
Any Which Way You Can,fail,5.9,7530,5.7,695,male,male,FALSE
Atlantic City,pass,7.4,6378,7.3,844,male,male,FALSE
The Blues Brothers,fail,8,76099,7.8,12457,male,male,FALSE
Can't Stop the Music,pass,4.1,1643,6.1,473,male,female,TRUE
Cannibal Holocaust,fail,6,22307,5.5,3007,male,male,TRUE
Cruising,fail,6.3,7551,6.4,970,male,female,FALSE
Fade to Black,pass,5.8,1045,6.4,173,male,female,TRUE
Fame,pass,6.5,7149,6.7,3877,male,female,FALSE
Flash Gordon,pass,6.4,21299,6.5,2704,male,female,FALSE
The Fog,pass,6.8,26236,6.6,3956,male,male,FALSE
Friday the 13th,fail,6.5,43757,6.6,7595,male,female,FALSE
Heaven's Gate,fail,6.7,5709,6.3,644,male,male,TRUE
La terrazza,pass,7.1,340,7,53,male,male,FALSE
Little Darlings,pass,6.1,1491,6.9,955,male,female,TRUE
Loose Shoes,fail,4.9,216,4.3,26,male,male,TRUE
Moskva slezam ne verit,pass,8.2,3124,8.5,1173,male,female,TRUE
Nine to Five,pass,6.4,8557,7.1,3372,male,female,TRUE
The Nude Bomb,fail,5,1573,4.7,216,male,male,FALSE
Pepi Luci Bom and Other Girls Like Mom,pass,6.3,1865,6.6,465,male,female,FALSE
Private Benjamin,pass,5.9,8363,6.5,3020,male,female,TRUE
Raging Bull,fail,8.3,134189,8,12974,male,male,TRUE
Resurrection,fail,7.3,1083,7.7,375,male,female,TRUE
The Shining,fail,8.5,291566,8.4,68980,male,male,FALSE
Somewhere in Time,fail,7.2,8937,7.6,4608,male,female,TRUE
Star Wars: Episode V - The Empire Strikes Back,fail,8.8,407603,8.6,63967,male,male,FALSE
Superman II,pass,6.8,41996,6.7,4655,male,male,FALSE
Xanadu,pass,4.8,4363,5.3,1652,male,female,TRUE
Alien,pass,8.5,287760,8.3,42984,male,male,FALSE
All That Jazz,fail,7.8,9356,7.8,2763,male,equal,FALSE
The Amityville Horror,pass,6.1,14968,6.4,3698,male,female,TRUE
Apocalypse Now,fail,8.6,249654,8.2,29917,male,male,TRUE
Being There,fail,8.1,29021,7.8,5091,male,male,FALSE
The China Syndrome,pass,7.4,11820,7.4,1660,male,equal,FALSE
Die Blechtrommel,pass,7.6,10368,7.6,1775,male,equal,FALSE
Escape from Alcatraz,fail,7.6,53316,7.5,4859,male,male,FALSE
The Frisco Kid,fail,6.3,3753,6.7,741,male,female,TRUE
The In-Laws,pass,7.3,2924,7.5,562,male,female,FALSE
The Jerk,fail,7.2,24692,7.1,4042,male,male,FALSE
L'hypothese du tableau vole,fail,7.7,393,7.9,51,male,female,FALSE
Life of Brian,pass,8.2,141687,8.1,26119,male,male,FALSE
Manhattan,fail,8.1,56772,8,13830,male,male,FALSE
The Marriage of Maria Braun,pass,7.8,4531,8,785,male,female,FALSE
Moonraker,fail,6.2,40245,6.2,3285,male,equal,FALSE
My Brilliant Career,pass,7.2,945,7.6,522,male,female,TRUE
Nosferatu the Vampyre,fail,7.6,12864,7.6,2061,male,equal,FALSE
Quadrophenia,fail,7.3,7222,7.2,1266,male,male,FALSE
Rock 'n' Roll High School,pass,6.8,3897,7.1,927,male,female,FALSE
Stalker,fail,8.2,36285,7.9,5390,male,male,FALSE
Star Trek: The Motion Picture,fail,6.4,35917,6.4,4211,male,equal,FALSE
Time After Time,fail,7.2,6100,7.4,1058,male,female,FALSE
The Warriors,fail,7.7,44177,7.7,3921,male,equal,FALSE
A Woman Called Moses,pass,6.4,59,8.9,34,male,female,TRUE
Animal House,fail,7.7,52806,7.4,7960,male,male,FALSE
Avalanche,fail,4.1,378,4.6,42,male,female,TRUE
Damien: Omen II,fail,6.2,11896,6.3,2142,male,female,FALSE
Dawn of the Dead,fail,8.1,54781,7.6,6619,male,male,TRUE
Days of Heaven,pass,8,20722,7.9,3577,male,male,FALSE
Death on the Nile,pass,7.1,9948,7.5,2851,male,female,TRUE
The Deer Hunter,fail,8.2,131907,8.1,15990,male,male,FALSE
Girlfriends,pass,6.7,156,6,43,male,male,TRUE
Grease,pass,6.9,62717,7.8,39532,male,female,TRUE
Autumn Sonata,pass,8.2,7711,8.3,1815,male,female,FALSE
Halloween,pass,7.9,86769,7.7,15983,male,male,FALSE
The Hound of the Baskervilles,pass,4.4,457,5.2,69,male,female,TRUE
I Spit on Your Grave,fail,5.6,11352,6,2106,male,female,TRUE
Interiors,pass,7.5,7443,7.9,1639,male,female,TRUE
La cage aux folles,fail,7.2,3776,7.6,934,male,female,TRUE
Midnight Express,fail,7.7,32254,7.6,4311,male,male,FALSE
Quel maledetto treno blindato,fail,6.6,4866,6.7,570,male,female,FALSE
Ringing Bell (Chirin no Suzu),fail,7.1,134,8,60,male,female,TRUE
The Shout,fail,6.8,1263,7,215,male,female,FALSE
The Star Wars Holiday Special,fail,2.5,4719,3.7,510,male,female,TRUE
Superman,fail,7.3,72697,7.3,9474,male,equal,FALSE
Watership Down,fail,7.7,12557,7.7,3727,male,equal,FALSE
Within the Woods,pass,6.8,1091,6.5,123,male,male,FALSE
The Wiz,pass,4.9,5100,5.8,2165,male,female,TRUE
3 Women,pass,7.9,4441,7.8,1063,male,male,FALSE
The 36 Crazy Fists,fail,5.1,351,5.9,37,male,female,TRUE
A Bridge Too Far,fail,7.4,25401,7.4,2020,male,equal,FALSE
A Little Night Music,pass,5.7,308,5.9,89,male,female,FALSE
A Special Day,fail,8,3293,8.1,779,male,female,FALSE
ABBA: The Movie,fail,6.3,1200,6.5,284,male,female,FALSE
Annie Hall,pass,8.2,91896,8,25842,male,male,FALSE
Close Encounters of the Third Kind,fail,7.7,77517,7.6,11221,male,male,FALSE
Death Trap!,pass,5.4,2769,5.3,314,male,male,FALSE
The Devil Probably,fail,7.3,1228,7.5,156,male,female,FALSE
Eraserhead,fail,7.4,36265,7.4,5874,male,equal,FALSE
The Goodbye Girl,pass,7.3,4467,7.7,1611,male,female,TRUE
The Haunting of Julia,pass,6.3,555,6.6,241,male,female,FALSE
High Anxiety,fail,6.7,7917,6.9,1195,male,female,FALSE
House,pass,7.4,5666,7.3,882,male,male,FALSE
Julia,pass,7.3,3082,7.9,1068,male,female,TRUE
The Man Who Loved Women,fail,7.5,2749,7.4,492,male,male,FALSE
The Many Adventures of Winnie the Pooh,fail,7.6,10407,7.8,5474,male,female,FALSE
The Rescuers,pass,6.8,17376,7.1,8421,male,female,FALSE
Saturday Night Fever,fail,6.8,26640,6.7,8255,male,male,FALSE
The Sentinel,pass,6.3,3380,6.6,727,male,female,FALSE
Sluzhebnyy roman,pass,8.3,2169,9,851,male,female,TRUE
Soldaat van Oranje,fail,7.8,5780,7.7,667,male,male,FALSE
Star Wars,fail,8.8,446189,8.6,76165,male,male,FALSE
Stroszek,fail,8.1,5396,8,672,male,male,FALSE
Suspiria,pass,7.5,25222,7.4,4775,male,male,FALSE
The Turning Point,pass,6.8,1319,7.4,669,male,female,TRUE
A Star Is Born,fail,6.1,2279,7.5,1136,male,female,TRUE
Assault on Precinct 13,fail,7.4,18848,7.3,1249,male,male,FALSE
Bugsy Malone,pass,6.7,6283,7.2,1877,male,female,TRUE
Carrie,pass,7.4,61970,7.5,19786,male,female,FALSE
Family Plot,pass,6.8,8573,6.8,1341,male,equal,FALSE
Il secondo tragico Fantozzi,fail,7.8,1487,7.7,162,male,male,FALSE
In the Realm of the Senses,pass,6.6,7286,6.6,1337,male,equal,FALSE
the Twelve Tasks of Asterix,fail,7.7,5848,7.8,880,male,female,FALSE
The Little Girl Who Lives Down the Lane,pass,7.1,4672,7.3,1800,male,female,FALSE
Logan's Run,fail,6.8,22784,6.9,3406,male,female,FALSE
The Man Who Fell to Earth,fail,6.7,8680,6.9,1749,male,female,FALSE
Marathon Man,fail,7.6,26273,7.5,3058,male,male,FALSE
Murder by Death,pass,7.4,12991,7.7,2965,male,female,FALSE
Network,pass,8.2,56600,7.9,8049,male,male,FALSE
The Omen,pass,7.6,42832,7.6,8819,male,equal,FALSE
The Outlaw Josey Wales,fail,7.9,30879,7.7,2495,male,male,FALSE
Revenge Of The Cheerleaders,fail,4.6,303,4.5,39,male,male,FALSE
Rocky,fail,8.1,189980,7.6,21927,male,male,TRUE
Sebastiane,fail,6.2,969,5.9,148,male,male,FALSE
Silent Movie,fail,6.6,6958,6.7,885,male,female,FALSE
Small Change,pass,7.6,2246,7.7,487,male,female,FALSE
Sparkle,pass,6.6,296,7.7,423,female,female,TRUE
Taxi Driver,fail,8.4,262995,8.2,39440,male,male,FALSE
Barry Lyndon,fail,8.2,55709,7.5,7579,male,male,TRUE
Dersu Uzala,fail,8.3,10784,7,1454,male,male,TRUE
Dialogues of Exiles,pass,7.3,58,7.3,3,male,equal,FALSE
Dog Day Afternoon,pass,8.1,106250,8.1,13166,male,equal,FALSE
Fawlty Towers,pass,8.9,28006,8.7,6319,male,male,FALSE
Grey Gardens,pass,7.7,3335,8,1395,male,female,FALSE
Ironiya sudby ili S legkim parom!,fail,8.5,2962,8.5,1009,male,equal,FALSE
Jaws,fail,8.1,205327,7.7,39803,male,male,TRUE
Jeanne Dielman 23 Quai du Commerce 1080 Bruxelles,pass,7.9,1619,8,306,male,female,FALSE
The Maids,pass,6.4,142,7.2,31,male,female,TRUE
The Mirror,pass,8.1,10782,7.8,2002,male,male,FALSE
Monty Python and the Holy Grail,fail,8.4,196762,8.3,40518,male,male,FALSE
Nashville,pass,7.8,9566,7.6,1434,male,male,FALSE
One Flew Over the Cuckoo's Nest,fail,8.8,345453,8.7,76638,male,male,FALSE
Picnic at Hanging Rock,pass,7.6,13005,7.6,3464,male,equal,FALSE
The Rocky Horror Picture Show,pass,7.2,43377,7.9,22098,male,female,TRUE
The Stepford Wives,pass,6.8,6348,7.1,2037,male,female,FALSE
The Story of O,pass,5.4,2332,5.5,534,male,female,FALSE
Three Days of the Condor,fail,7.5,19421,7.5,2797,male,equal,FALSE
Tommy,fail,6.5,8304,6.8,1882,male,female,FALSE
Ali: Fear Eats the Soul,pass,8.1,6436,8,1291,male,male,FALSE
Alice Doesn't Live Here Anymore,pass,7.4,8417,7.4,1667,male,equal,FALSE
Black Christmas,pass,7.2,12388,7.2,2590,male,equal,FALSE
Blazing Saddles,fail,7.8,51836,7.7,8219,male,male,FALSE
Celine and Julie Go Boating,pass,7.7,1798,7.8,316,male,female,FALSE
Chinatown,fail,8.3,118623,8.1,16879,male,male,FALSE
The Conversation,fail,8,44326,7.8,5567,male,male,FALSE
Dark Star,fail,6.6,9582,6.5,796,male,male,FALSE
Edvard Munch,fail,8.4,1189,8.4,385,male,equal,FALSE
The Godfather: Part II,pass,9.1,408270,8.8,57968,male,male,FALSE
The Groove Tube,fail,5.9,935,5.9,134,male,equal,FALSE
Mame,pass,5.8,917,6.2,390,male,female,TRUE
The Odessa File,pass,7,4418,7.1,518,male,female,FALSE
The Texas Chain Saw Massacre,fail,7.5,53596,7.3,8453,male,male,FALSE
The Towering Inferno,fail,6.9,17081,7,2668,male,female,FALSE
Young Frankenstein,fail,8,61981,8.1,12904,male,female,FALSE
Zardoz,fail,5.8,8426,5.9,950,male,female,FALSE
A Touch of Class,fail,6.5,1007,6.7,251,male,female,FALSE
American Graffiti,fail,7.6,35559,7.4,6793,male,male,FALSE
Badlands,fail,7.9,26657,7.9,3786,male,equal,FALSE
Black Mama White Mama,pass,5.6,1011,5.7,153,male,female,FALSE
Don't look now,pass,7.4,18298,7.2,3679,male,male,FALSE
The Exorcist,pass,8.1,160235,7.8,36110,male,male,FALSE
High Plains Drifter,fail,7.7,20640,7.5,1619,male,male,FALSE
The Holy Mountain,fail,7.8,11283,7.8,1782,male,equal,FALSE
Ivan Vasilevich menyaet professiyu,fail,8.3,4968,8.6,1012,male,female,FALSE
Jesus Christ Superstar,fail,7.2,9660,7.6,3434,male,female,TRUE
The Legend of Hell House,pass,6.9,4848,7,959,male,female,FALSE
Lemora: A Child's Tale Of The Supernatural,pass,6.5,772,6.9,162,male,female,TRUE
The Mad Adventures of 'Rabbi' Jacob,fail,7.4,4817,7.6,806,male,female,FALSE
Mean Streets,fail,7.5,42267,7.4,3581,male,male,FALSE
Paper Moon,pass,8.2,11886,8.3,3372,male,female,FALSE
Papillon,fail,8.1,51444,8,6236,male,male,FALSE
Payday,fail,7.2,323,7.3,28,male,female,FALSE
Robin Hood,pass,7.6,35026,7.7,13791,male,female,FALSE
Serpico,fail,7.8,45007,7.7,4222,male,male,FALSE
Sleeper,fail,7.3,18876,7.5,3075,male,female,FALSE
Soylent Green,fail,7.1,26210,7.1,3950,male,equal,FALSE
The Spirit of the Beehive,pass,8,6368,8,1301,male,equal,FALSE
The Sting,fail,8.4,91991,8.3,14650,male,male,FALSE
The Wicker Man,pass,7.7,25786,7.6,4822,male,male,FALSE
1776,fail,7.5,2988,7.8,1278,male,female,FALSE
Aguirre: The Wrath of God,fail,8.1,22983,7.1,2843,male,male,TRUE
Avanti!,pass,7.2,3995,7.3,798,male,female,FALSE
Butterflies Are Free,pass,7.1,1507,7.5,731,male,female,TRUE
Cabaret,pass,7.8,17397,8.1,7335,male,female,FALSE
Chloe in the Afternoon,fail,7.8,2099,7.7,385,male,male,FALSE
Cries and Whispers (Viskningar och rop),pass,8.1,10676,7.6,2384,male,male,TRUE
The Dawns Here are Quiet,pass,8.2,1141,8.2,251,male,equal,FALSE
Deliverance,fail,7.8,46578,7.5,5446,male,male,FALSE
Don't Torture a Duckling,fail,7.2,2877,7.2,368,male,equal,FALSE
The Godfather,fail,9.3,609868,9,94801,male,male,TRUE
Jeremiah Johnson,fail,7.6,12777,7.5,1522,male,male,FALSE
Last Tango in Paris,pass,7.2,18750,7.1,5347,male,male,FALSE
The Other Side of Underneath,pass,6.3,58,6.9,8,male,female,TRUE
Pink Flamingos,pass,6,8976,6.4,2078,male,female,TRUE
The Poseidon Adventure,fail,7,19220,7.2,3261,male,female,FALSE
Silent Night Bloody Night,pass,5.2,1048,5.6,203,male,female,TRUE
Sleuth,fail,8.1,23526,8.1,3879,male,equal,FALSE
Solyaris,fail,8.1,28378,7.7,4367,male,male,TRUE
Travels With My Aunt,pass,6.3,717,6.8,194,male,female,TRUE
Une belle fille comme moi,pass,6.6,747,6.7,106,male,female,FALSE
What's up Doc,fail,7.7,7116,8.1,2230,male,female,TRUE
When Michael Calls,fail,6,193,6.4,76,male,female,TRUE
A Clockwork Orange,pass,8.5,272321,8.3,56849,male,male,FALSE
And Now for Something Completely Different,fail,7.6,13131,7.9,2032,male,female,TRUE
Bananas,fail,7.1,15845,7.2,2350,male,female,FALSE
Bedknobs and Broomsticks,pass,6.9,11210,7.3,5487,male,female,TRUE
Escape from the Planet of the Apes,fail,6.2,12143,6.3,1257,male,female,FALSE
The French Connection,fail,7.9,46952,7.6,4206,male,male,TRUE
Frenchie King,pass,5.2,418,5.1,60,male,male,FALSE
Harold and Maude,pass,8,27050,8.4,9953,male,female,TRUE
Here Comes Peter Cotton Tail,fail,7.4,259,7.7,132,male,female,FALSE
