film_title,bechdel_test,male_rating,male_num_reviews,female_rating,female_num_reviews,majority_reviewer_gender,gender_who_preferred,large_diff
Evangelion: 1.0: You Are (Not) Alone,pass,7.8,6850,7.7,740,male,male,FALSE
Evening,pass,6.4,4771,6.8,4402,equal,female,TRUE
Fantastic Four: Rise of the Silver Surfer,pass,5.6,123373,5.8,20406,male,female,FALSE
Far North,pass,6.2,1513,6.3,348,male,female,FALSE
Fat Like Me,pass,5.6,548,6.1,1009,female,female,TRUE
Fermat's Room,fail,6.7,6741,6.9,1364,male,female,FALSE
Flight of the Living Dead,pass,5.3,5657,5.1,744,male,male,FALSE
Fracture,fail,7.2,80112,7.4,19452,male,female,FALSE
Fred Claus,fail,5.5,17175,5.8,5424,male,female,FALSE
Free Rainer,fail,6.7,2414,6.8,417,male,female,FALSE
Futurama: Bender's Big Score,fail,7.7,20681,7.7,1946,male,equal,FALSE
The Golden Compass,pass,6.1,81597,6.3,27975,male,female,FALSE
Gone,pass,5.4,2134,5.5,459,male,female,FALSE
Gone Baby Gone,pass,7.8,113538,7.7,20170,male,male,FALSE
Hairspray,pass,6.7,36364,7.1,31898,male,female,TRUE
Halloween,pass,6.1,54733,6.1,10005,male,equal,FALSE
Hannibal Rising,fail,6.1,49878,6.5,11447,male,female,TRUE
Harry Potter and the Order of the Phoenix,pass,7.3,168142,7.9,64828,male,female,TRUE
Hitman,fail,6.3,91943,6.5,8354,male,female,FALSE
Hostel: Part II,pass,5.4,43609,5.6,6774,male,female,FALSE
Hot Fuzz,fail,7.9,201434,8,34052,male,female,FALSE
Hot Rod,fail,6.7,38079,6.7,5019,male,equal,FALSE
How About You,pass,6.8,560,7.4,323,male,female,TRUE
I Am Legend,pass,7.2,283635,7.2,52777,male,equal,FALSE
I Could Never Be Your Woman,pass,6,6743,6.2,4315,male,female,FALSE
I Know Who Killed Me,pass,3.5,12658,3.8,6070,male,female,FALSE
If I Had Known I Was a Genius,fail,5.1,475,4.7,96,male,male,TRUE
Import/Export,pass,7.1,2700,7.2,368,male,female,FALSE
Imprint,pass,5.6,186,6.7,87,male,female,TRUE
In the Arms of My Enemy,fail,6.8,282,6.4,62,male,male,TRUE
Inside,pass,6.9,17025,6.8,3258,male,male,FALSE
Into the Wild,fail,8.2,209202,8.2,55103,male,equal,FALSE
Irina Palm,pass,7.2,3879,7.5,1193,male,female,FALSE
Itty Bitty Titty Committee,pass,4.9,669,6.1,1164,female,female,TRUE
The Jane Austen Book Club,pass,6.7,5511,7,10264,female,female,FALSE
Juno,pass,7.6,204191,7.8,85841,male,female,FALSE
King of California,fail,6.7,13387,6.7,2566,male,equal,FALSE
The King of Kong: A Fistful of Quarters,fail,8.2,21320,8.2,1916,male,equal,FALSE
The Kite Runner,fail,7.6,39413,7.8,13578,male,female,FALSE
Knocked Up,pass,7.2,165136,6.8,48496,male,male,TRUE
La reine soleil,pass,6,125,5.8,45,male,male,FALSE
La torre de Suso,fail,6.5,453,6.6,82,male,female,FALSE
La vie en rose,pass,7.6,28027,8,16099,male,female,TRUE
Lars and the real Girl,pass,7.3,58530,7.6,26970,male,female,FALSE
The Life Before Her Eyes,pass,6.3,6322,6.9,3261,male,female,TRUE
Live Free or Die Hard,fail,7.3,222246,7.3,24700,male,equal,FALSE
The Lookout,pass,7.1,33023,7.2,5329,male,female,FALSE
Love Songs,pass,7.1,3264,7.4,2124,male,female,TRUE
Lynch,fail,6.7,453,6.9,56,male,female,FALSE
The Man from Earth,fail,8,74213,7.7,8311,male,male,FALSE
The Man from London,pass,7.1,1592,6.8,213,male,male,FALSE
Margot at the Wedding,pass,6.1,8572,5.7,3035,male,male,TRUE
Meet the Robinsons,fail,6.7,31313,7.4,12214,male,female,TRUE
The Messengers,pass,5.3,18049,5.6,7598,male,female,FALSE
Michael Clayton,fail,7.3,88040,7.2,12615,male,male,FALSE
The Mist,pass,7.3,130888,6.9,22352,male,male,TRUE
Mr. Magorium's Wonder Emporium,fail,6.1,17009,6.5,8710,male,female,TRUE
Music and Lyrics,fail,6.5,32717,6.6,24075,male,female,FALSE
My Blueberry Nights,pass,6.7,21297,6.8,12200,male,female,FALSE
Naissance des pieuvres,pass,6.7,3245,6.7,1763,male,equal,FALSE
The Nanny Diaries,pass,6,16437,6.3,18027,equal,female,FALSE
Negative Happy Chain Saw Edge,fail,5.8,166,6.1,48,male,female,FALSE
Next,fail,6.2,78692,6.2,10496,male,equal,FALSE
Ninas Mal,pass,5.3,1022,5.9,342,male,female,TRUE
No Country for Old Men,pass,8.2,336939,7.8,50935,male,male,TRUE
No Reservations,pass,6.2,23719,6.4,20169,male,female,FALSE
Northanger Abbey,pass,7,1110,7.6,4584,female,female,TRUE
Numb,fail,6.8,4764,6.6,865,male,male,FALSE
The Number 23,fail,6.3,99293,6.4,21920,male,female,FALSE
Ocean's Thirteen,fail,6.9,145439,6.9,26248,male,equal,FALSE
The Orphanage,pass,7.5,66844,7.7,21719,male,female,FALSE
Out at the Wedding,pass,5.8,192,6.5,316,female,female,TRUE
Outlaw,fail,5.8,8414,5.7,621,male,male,FALSE
P.S. I Love You,fail,6.8,55485,7.4,54836,equal,female,TRUE
P2,pass,5.9,16238,5.9,3694,male,equal,FALSE
Paranormal Activity,pass,6.4,107188,6.2,24793,male,male,FALSE
Persepolis,pass,8,37717,8.3,12382,male,female,TRUE
Pirates of the Caribbean: At World's End,pass,7,239708,7.5,67455,male,female,TRUE
Planet Terror,pass,7.3,108327,7.2,13650,male,male,FALSE
Premonition,pass,5.7,31063,6.2,15456,male,female,TRUE
Ratatouille,fail,8,230375,8.1,72903,male,female,FALSE
Resident Evil: Extinction,pass,6.2,94935,6.7,14294,male,female,TRUE
Rush Hour 3,fail,6.1,73760,6.3,9199,male,female,FALSE
Salvation,fail,3,81,3.6,18,male,female,TRUE
The Savages,pass,7.2,20044,7.1,5103,male,male,FALSE
Mind the Gap,pass,4.9,776,5.2,243,male,female,FALSE
The Secret,pass,6.4,1829,6.7,703,male,female,FALSE
She's a Boy I Knew,pass,7.9,49,8.1,42,male,female,FALSE
Shelter,fail,7.9,6951,8,2407,male,female,FALSE
Shooter,fail,7.2,157800,7.2,15738,male,equal,FALSE
Shrek the Third,pass,6,105004,6.3,32041,male,female,FALSE
Shrooms,pass,4.7,8222,5,2121,male,female,FALSE
The Signal,fail,6.1,12330,6.1,1870,male,equal,FALSE
The Simpsons Movie,pass,7.5,155171,7.3,27255,male,male,FALSE
Smiley Face,pass,5.7,8176,6,2245,male,female,FALSE
Son of Rambow,fail,7,17264,7.5,3297,male,female,TRUE
St. Trinian's,pass,5.4,7258,6.4,5876,male,female,TRUE
Stardust,pass,7.7,110038,7.9,45003,male,female,FALSE
Steam,pass,5.3,64,6.4,34,male,female,TRUE
Sunshine,fail,7.3,114609,7.3,16187,male,equal,FALSE
Superbad,fail,7.7,245480,7.3,47347,male,male,TRUE
Sweeney Todd: The Demon Barber of Fleet Street,fail,7.4,137198,7.8,59544,male,female,TRUE
Sword of the Stranger,pass,7.8,5296,7.9,550,male,female,FALSE
Sydney White,pass,6.1,9924,6.6,14485,female,female,TRUE
Teeth,pass,5.5,19477,5.7,5696,male,female,FALSE
Ten Inch Hero,pass,7.2,3790,7.9,3677,equal,female,TRUE
Then She Found Me,pass,5.9,3788,6.3,2727,male,female,TRUE
There Will Be Blood,fail,8.2,214850,7.8,29922,male,male,TRUE
Timecrimes,fail,7.3,22420,7,2714,male,male,FALSE
TMNT,fail,6.4,35672,6.3,4307,male,male,FALSE
Towelhead,pass,7,6054,7.2,2115,male,female,FALSE
The Tracey Fragments,pass,6.2,3655,6.6,1593,male,female,TRUE
Transformers,fail,7.2,304075,7.3,50732,male,female,FALSE
Transmorphers,pass,1.6,3099,2.9,268,male,female,TRUE
Trick 'r Treat,pass,6.8,36321,6.7,9173,male,male,FALSE
Tricks,pass,7,1054,7.4,221,male,female,TRUE
Tropa de Elite,pass,8.1,52338,7.9,4833,male,male,FALSE
Vacancy,fail,6.2,49009,6.2,10710,male,equal,FALSE
Vexille,pass,6.9,4883,6.9,409,male,equal,FALSE
The Visitor,pass,7.7,23386,7.8,5700,male,female,FALSE
Waitress,pass,7,16777,7.3,11812,male,female,FALSE
Watching the Detectives,fail,6.4,1627,6.8,1038,male,female,TRUE
We Are the Strange,fail,5.6,383,5,65,male,male,TRUE
We Own the Night,fail,6.9,50279,6.9,6232,male,equal,FALSE
Welcome to the Quiet Room,pass,7.2,327,7.8,115,male,female,TRUE
Whisper,fail,5.8,4608,5.8,1361,male,equal,FALSE
White Noise 2: The Light,fail,5.8,7324,5.8,1555,male,equal,FALSE
Wild Hogs,fail,5.9,65529,6,10236,male,female,FALSE
Wool 100%,pass,6.2,116,7.1,40,male,female,TRUE
The World Unseen,pass,6.2,484,7.2,1145,female,female,TRUE
XXY,pass,7.1,5183,7.4,2021,male,female,TRUE
Year of the dog,pass,6.1,3017,6.2,1212,male,female,FALSE
Yobi the Five-Tailed Fox (Cheon-nyeon-yeo-woo-yeo-woo-bi),pass,7,323,7.5,142,male,female,TRUE
Young People Fucking,fail,6.4,12404,6.2,2228,male,male,FALSE
[Rec],pass,7.6,77658,7.3,14321,male,male,FALSE
300,fail,7.8,357875,7.7,55804,male,male,FALSE
A Crime,fail,5.8,943,6.1,264,male,female,FALSE
A Few Days in September,pass,5.4,1062,5.8,221,male,female,TRUE
A fost sau n-a fost?,fail,7.3,3515,7.9,732,male,female,TRUE
A Guide to Recognizing Your Saints,fail,7.1,13700,7.2,3695,male,female,FALSE
A Prairie Home Companion,pass,6.9,11751,6.6,3329,male,male,TRUE
A Scanner Darkly,fail,7.1,56472,7.1,8548,male,equal,FALSE
After the Wedding,fail,7.8,12408,7.9,4625,male,female,FALSE
Akeelah and the Bee,pass,7.4,7455,7.7,3512,male,female,FALSE
Altered,fail,5.7,5848,5.4,988,male,male,FALSE
Amazing Grace,fail,7.4,9748,7.8,5478,male,female,TRUE
The Ant Bully,fail,5.9,17327,5.9,4813,male,equal,FALSE
Apart From That,pass,5.9,65,6.7,29,male,female,TRUE
Apocalypto,pass,7.8,150684,7.8,22576,male,equal,FALSE
Aquamarine,pass,4.6,7319,5.5,12221,female,female,TRUE
The Architect,pass,5.5,552,5.7,143,male,female,FALSE
Art School Confidential,pass,6.3,9005,6.2,2444,male,male,FALSE
Arthur and the Invisibles,fail,6,13148,6.1,5092,male,female,FALSE
Avenue Montaigne,pass,6.8,2168,7,765,male,female,FALSE
Bambi II,fail,5.9,2701,6.5,1709,male,female,TRUE
Bandidas,pass,5.6,17282,5.9,3791,male,female,TRUE
The Big Bad Swim,pass,6.5,826,7.1,222,male,female,TRUE
Black Christmas,pass,4.4,11957,4.6,2934,male,female,FALSE
Black Dahlia,fail,5.6,37800,5.5,10825,male,male,FALSE
Black Sheep,fail,5.8,22913,5.8,4028,male,equal,FALSE
Blood Diamond,fail,8,219091,8.1,40967,male,female,FALSE
Bon Cop Bad Cop,fail,6.9,5407,7.5,1167,male,female,TRUE
Bonneville,pass,6.1,1155,6.4,595,male,female,TRUE
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,fail,7.4,185892,6.8,30173,male,male,TRUE
Bordertown,pass,5.9,4786,6.6,1529,male,female,TRUE
Brand Upon The Brain!,pass,7.5,1764,7.4,352,male,male,FALSE
Brave Story,fail,6.7,585,6.9,112,male,female,FALSE
The Break Up,fail,5.8,47948,5.7,23844,male,male,FALSE
The Break-Up,pass,5.8,47948,5.7,23844,male,male,FALSE
Bring It On: All or Nothing,pass,5.2,4345,6.1,5272,female,female,TRUE
Brother Bear 2,pass,6.1,2882,6.6,1824,male,female,TRUE
Bug,pass,6.1,17603,5.8,3475,male,male,FALSE
Caffeine,pass,5.7,1436,5.8,505,male,female,FALSE
Candy,pass,7.2,14604,7.5,11731,male,female,FALSE
Cars,fail,7.3,119334,7.3,29782,male,equal,FALSE
Cashback,pass,7.3,44527,7.2,9752,male,male,FALSE
Casino Royale,fail,8,262581,7.8,39959,male,male,FALSE
Children of Men,pass,8,223455,7.7,38945,male,male,FALSE
Clerks II,pass,7.5,77288,7.3,9755,male,male,FALSE
Click,pass,6.5,130890,6.3,32756,male,male,FALSE
Crank,fail,7,125954,6.8,12791,male,male,FALSE
Curse of the Golden Flower,fail,7,22006,7.2,5500,male,female,FALSE
The Da Vinci Code,fail,6.5,168155,6.5,40518,male,equal,FALSE
Das Leben Der Anderen,fail,8.5,136171,8.6,30506,male,female,FALSE
Dead & Deader,fail,4.9,958,5.1,143,male,female,FALSE
The Dead Girl,pass,6.7,6606,7.1,2463,male,female,TRUE
The Departed,fail,8.5,451678,8.4,80658,male,male,FALSE
The Devil Wears Prada,pass,6.6,102224,7.1,76411,male,female,TRUE
DOA: Dead or Alive,pass,4.7,27238,5,3036,male,female,FALSE
Dor,pass,7.9,2422,7.9,414,male,equal,FALSE
Dreamland,pass,6.3,1206,6.8,621,male,female,TRUE
El laberinto del fauno (Pan's Labyrinth),pass,8.3,237153,8.4,66209,male,female,FALSE
Elephants Dream,fail,5.9,840,5.4,67,male,male,TRUE
Eragon,fail,5,59387,5.6,18673,male,female,TRUE
The Fall,pass,7.8,47110,8.4,17119,male,female,TRUE
Farval Falkenberg,fail,6.6,1528,6.6,306,male,equal,FALSE
Fast Food Nation,pass,6.3,13262,6.3,2714,male,equal,FALSE
Fay Grim,pass,6.4,2299,6.5,488,male,female,FALSE
Fido,fail,6.8,16012,7.1,3263,male,female,FALSE
Final Destination 3,pass,5.7,57567,6,13131,male,female,FALSE
Five Across the Eyes,pass,2.8,930,2.9,211,male,female,FALSE
Flushed Away,fail,6.7,42727,6.7,14103,male,equal,FALSE
For the Love of a Child,pass,7.1,89,8,143,female,female,TRUE
For Your Consideration,pass,6.3,7645,6.5,1694,male,female,FALSE
The Fountain,pass,7.4,113478,7.3,25434,male,male,FALSE
Friends with Money,pass,5.9,8766,5.9,5812,male,equal,FALSE
The Gigolos,fail,5.6,140,6.4,52,male,female,TRUE
The Good Shepherd,fail,6.8,58392,6.7,9944,male,male,FALSE
Gray Matters,pass,5.7,2621,6.1,2058,male,female,TRUE
The Grudge 2,pass,4.9,21112,4.9,5956,male,equal,FALSE
The Guardian,fail,6.8,46688,7.2,9757,male,female,TRUE
The Gymnast,pass,6.5,489,6.7,696,female,female,FALSE
Half Light,pass,5.9,6059,6.3,2483,male,female,TRUE
Half Nelson,pass,7.3,38487,7.4,14529,male,female,FALSE
Hello Sister Goodbye Life,pass,6.3,185,6.7,263,female,female,TRUE
High School Musical,fail,4.6,21519,5.8,19223,male,female,TRUE
The History Boys,fail,6.6,9185,7.4,4021,male,female,TRUE
Hogfather,pass,7.5,4381,7.9,1294,male,female,TRUE
The Holiday,pass,6.7,64858,7.3,57594,male,female,TRUE
The Host,pass,7,41896,7.1,5751,male,female,FALSE
Hula Girls,pass,7.2,823,7.5,280,male,female,FALSE
I Do,pass,6.8,2368,6.9,1081,male,female,FALSE
I Served the King of England,fail,7.4,3721,7.4,963,male,equal,FALSE
I'm a Cyborg But That's OK,pass,7.1,10020,7.5,3315,male,female,TRUE
I'm Reed Fish,fail,5.9,1968,5.7,1184,male,male,FALSE
Ice Age: The Meltdown,fail,6.8,91309,7.2,25593,male,female,TRUE
Idiocracy,fail,6.5,63133,6.5,9886,male,equal,FALSE
Idlewild,pass,6.1,2662,6.5,860,male,female,TRUE
Il caimano (The Caiman),pass,6.7,2309,6.9,447,male,female,FALSE
The Illusionist,fail,7.6,157947,7.7,43999,male,female,FALSE
In Paris,fail,6.5,1623,6.7,893,male,female,FALSE
Inland Empire,pass,7,26138,6.9,4151,male,male,FALSE
Inside Man,pass,7.7,170158,7.6,22943,male,male,FALSE
Jackass Number Two,fail,7.2,37474,6.9,4066,male,male,FALSE
John Tucker Must Die,fail,5.4,24141,6.3,20429,male,female,TRUE
Kidulthood,pass,6.8,9239,6.7,1717,male,male,FALSE
Lady in the Water,fail,5.7,46579,6,11199,male,female,FALSE
The Lake House,pass,6.7,46937,7,35593,male,female,FALSE
Last Holiday,pass,6.1,8598,6.6,6180,male,female,TRUE
Letters from Iwo Jima,fail,8,90565,7.7,9911,male,male,FALSE
Little Children,pass,7.7,50128,7.6,21126,male,male,FALSE
Little Miss Sunshine,pass,7.9,181123,8.1,65773,male,female,FALSE
Liu hao chukou (Exit No. 6),pass,4.8,78,4.8,27,male,equal,FALSE
London To Brighton,pass,7,5026,7.1,900,male,female,FALSE
Love & Suicide,pass,4.4,95,5,185,female,female,TRUE
Loving Annabelle,pass,6.4,1785,7.3,4405,female,female,TRUE
Lucky Number Slevin,fail,7.8,168859,7.8,24273,male,equal,FALSE
Man of the Year,fail,6.1,17176,6.3,3194,male,female,FALSE
Marie Antoinette,pass,6.3,31104,6.7,24633,male,female,TRUE
Material Girls,fail,3.2,6450,4.2,7907,female,female,TRUE
Miss Potter,pass,6.9,8756,7.2,8999,equal,female,FALSE
Monster House,pass,6.7,34417,6.7,11075,male,equal,FALSE
Mukhsin,pass,7.4,140,7.1,31,male,male,TRUE
Mulberry Street,fail,5.7,3032,5.6,619,male,male,FALSE
Nacho Libre,fail,5.7,41200,5.4,6893,male,male,FALSE
Night at the Museum,pass,6.3,112031,6.6,31275,male,female,FALSE
Nina's Heavenly Delights,pass,5.9,380,6.8,766,female,female,TRUE
Notes on a Scandal,pass,7.4,33778,7.6,15581,male,female,FALSE
Offside,pass,7.2,3578,7.4,650,male,female,FALSE
On the Trail of Igor Rizzi,fail,6.1,81,7.9,33,male,female,TRUE
Once,fail,8,44362,7.9,17320,male,male,FALSE
Open Season,fail,6.1,33562,6.3,10150,male,female,FALSE
The Page Turner,pass,7.1,3565,7.1,1157,male,equal,FALSE
The Painted Veil,pass,7.4,33571,7.9,24426,male,female,TRUE
Paprika,pass,7.7,21907,7.8,4810,male,female,FALSE
Paris je t'aime,pass,7.3,31762,7.6,17708,male,female,FALSE
Penelope,pass,6.5,14166,7.2,22060,female,female,TRUE
Perfume: The Story of a Murderer,pass,7.5,100071,7.6,35219,male,female,FALSE
Pirates of the Caribbean: Dead Man's Chest,fail,7.3,262204,7.6,76822,male,female,FALSE
Poseidon,fail,5.6,50728,5.8,10209,male,female,FALSE
Poultrygeist: Night of the Chicken Dead,fail,6.3,3620,5.7,442,male,male,TRUE
The Prestige,fail,8.5,405202,8.4,90120,male,male,FALSE
Psych,pass,8.4,29617,8.7,16347,male,female,FALSE
Puccini for Beginners,pass,5.9,740,6.2,875,female,female,FALSE
The Pursuit of Happyness,fail,7.9,174971,8,45149,male,female,FALSE
The Queen,pass,7.4,43257,7.5,16995,male,female,FALSE
Quinceanera,pass,7,1985,7.3,870,male,female,FALSE
Rainbow Song,pass,7.5,425,7.5,158,male,equal,FALSE
Rang De Basanti,pass,8.6,29901,8,3182,male,male,TRUE
Red Road,pass,6.8,5770,7.1,1245,male,female,FALSE
Reprise,fail,7.4,3891,7.7,1251,male,female,FALSE
Requiem,pass,7,3058,7.1,740,male,female,FALSE
Return To Halloweentown,pass,5.3,907,6.1,1325,female,female,TRUE
Running with Scissors,pass,6,10501,6.6,5369,male,female,TRUE
The Science of Sleep,pass,7.3,34793,7.5,13144,male,female,FALSE
She's the Man,fail,6,34186,7,36972,equal,female,TRUE
Sherrybaby,pass,6.6,5588,6.8,2167,male,female,FALSE
Shortbus,pass,6.5,16325,7,4209,male,female,TRUE
Silent Hill,pass,6.6,96521,6.6,22588,male,equal,FALSE
Slither,pass,6.5,38147,6.2,6527,male,male,FALSE
Smokin' Aces,pass,6.7,84978,6.7,9227,male,equal,FALSE
Snakes on a Plane,pass,5.7,78851,5.6,11396,male,male,FALSE
Snow cake,pass,7.5,5400,7.9,2900,male,female,TRUE
Southland Tales,pass,5.6,23280,5.4,2849,male,male,FALSE
Starter for 10,fail,6.7,7084,6.8,4266,male,female,FALSE
Stick It,pass,6,7900,6.8,8101,equal,female,TRUE
Still Life (Sanxia haoren),fail,7.3,2761,7.3,425,male,equal,FALSE
Stranger Than Fiction,pass,7.7,112562,7.7,28748,male,equal,FALSE
Suburban Mayhem,pass,5.8,818,6.3,200,male,female,TRUE
Superman Returns,fail,6.2,155552,6.3,24310,male,female,FALSE
Take the Lead,pass,6.4,8921,7,7242,male,female,TRUE
Tekkon kinkurito,fail,7.7,4809,8,1076,male,female,FALSE
This Film Is Not Yet Rated,pass,7.5,16460,7.8,2997,male,female,FALSE
Times and Winds,pass,7.4,1633,7.6,349,male,female,FALSE
To Have and to Hold,pass,4.9,66,6,45,male,female,TRUE
The Girl Who Leapt Through Time,pass,7.9,15492,8.1,4634,male,female,FALSE
Ultraviolet,fail,4.3,45835,4.7,8174,male,female,TRUE
The University of Illinois vs. a Mummy,pass,7,7,10,3,male,female,TRUE
Volver,pass,7.6,39201,7.8,15671,male,female,FALSE
Warau Mikaeru,pass,5.4,114,5.1,34,male,male,TRUE
We Are Marshall,fail,7.1,26651,7.3,4873,male,female,FALSE
Wendy Wu: Homecoming Warrior,pass,5.1,1075,5.6,1004,equal,female,TRUE
When a Stranger Calls,pass,4.9,18566,5.2,6512,male,female,FALSE
The Wind That Shakes the Barley,fail,7.5,22123,7.7,5064,male,female,FALSE
The Woods,pass,5.7,5253,5.8,1484,male,female,FALSE
Wristcutters: A Love Story,fail,7.3,23965,7.6,10900,male,female,FALSE
X-Men: The Last Stand,pass,6.8,195714,7.1,37698,male,female,FALSE
You Me and Dupree,fail,5.6,39463,5.5,11750,male,male,FALSE
The Zombie Diaries,pass,4.1,3076,3.9,418,male,male,FALSE
Zoom,pass,3.9,8136,4.9,2364,male,female,TRUE
Zwartboek,pass,7.8,37964,8,7522,male,female,FALSE
20 centimetros,pass,6.9,916,7.2,201,male,female,FALSE
The 40 Year Old Virgin,fail,7.3,168088,6.8,39262,male,male,TRUE
A Bittersweet Life (Dalkomhan insaeng),fail,7.8,14512,7.7,1672,male,male,FALSE
Adam & Steve,pass,6,1635,6.1,458,male,female,FALSE
Adam's Apples,fail,7.8,18263,8.1,4589,male,female,FALSE
The Adventures of Sharkboy and Lavagirl 3-D,fail,3.2,8471,4.1,3365,male,female,TRUE
AEon Flux,pass,5.4,70712,5.7,13230,male,female,FALSE
The Amityville Horror,pass,5.9,42195,6.2,12880,male,female,FALSE
Angel-A,fail,7.1,14712,7.3,3794,male,female,FALSE
Assault on Precinct 13,pass,6.3,46483,6.3,4652,male,equal,FALSE
The Aura,fail,7.4,6127,7.2,836,male,male,FALSE
The Ballad of Jack and Rose,pass,6.7,4693,7,2363,male,female,FALSE
Barbie and the Magic of Pegasus,pass,5.3,257,6.5,500,female,female,TRUE
Barbie: Fairytopia,pass,4.5,289,5.9,580,female,female,TRUE
Batman Begins,fail,8.4,494118,8.1,84661,male,male,TRUE
Beauty Shop,pass,5.1,5041,5.9,3926,male,female,TRUE
Bewitched,pass,4.7,28421,5,15400,male,female,FALSE
BloodRayne,pass,2.8,21211,3,3024,male,female,FALSE
Boogeyman,fail,4,15154,4.2,4094,male,female,FALSE
Boy Eats Girl,fail,5,2085,5.4,555,male,female,TRUE
Boynton Beach Club,pass,6.3,414,6.9,185,male,female,TRUE
Bratz: Rock Angelz,pass,3.1,70,5.9,89,female,female,TRUE
Brick,fail,7.5,52905,7.4,10660,male,male,FALSE
Brokeback Mountain,fail,7.6,120469,8,64323,male,female,TRUE
Broken Flowers,pass,7.3,47310,7,10726,male,male,FALSE
The Call of Cthulhu,fail,7.4,4096,7.3,426,male,male,FALSE
Capote,pass,7.4,53653,7.6,12136,male,female,FALSE
Casanova,pass,6.4,18938,6.7,13887,male,female,FALSE
Charlie and the Chocolate Factory,pass,6.6,140427,7.2,62962,male,female,TRUE
Chinjeolhan geumjassi,pass,7.7,31878,7.9,5226,male,female,FALSE
The Chronicles of Narnia: The Lion the Witch and the Wardrobe,pass,6.8,138245,7.4,52116,male,female,TRUE
Cinderella Man,fail,8,92000,7.9,15905,male,male,FALSE
Coach Carter,pass,7.2,52960,7.3,8653,male,female,FALSE
The Constant Gardener,pass,7.5,62573,7.7,17547,male,female,FALSE
Constantine,fail,6.9,127181,7.1,29550,male,female,FALSE
Conversations with Other Women,fail,6.9,4388,7.4,3160,male,female,TRUE
Corpse Bride,pass,7.3,78567,7.7,41600,male,female,TRUE
Cursed,pass,4.8,14910,5.2,4237,male,female,TRUE
Danny the dog,fail,7,56995,7.1,6177,male,female,FALSE
Dark Water,pass,5.5,25805,5.5,7823,male,equal,FALSE
Dear Wendy,fail,6.6,5573,6.9,1385,male,female,TRUE
The Descent,pass,7.3,86477,7.2,17302,male,male,FALSE
The Devil's Rejects,pass,6.9,47202,6.8,8285,male,male,FALSE
Die You Zombie Bastards!,fail,4.4,437,4.4,62,male,equal,FALSE
Domino,pass,5.9,36266,6.3,7799,male,female,TRUE
Doom,fail,5.2,59097,5.5,5755,male,female,FALSE
Enron: The Smartest Guys in the Room,fail,7.7,6737,7.6,852,male,male,FALSE
The Exorcism of Emily Rose,pass,6.8,49204,6.7,14098,male,male,FALSE
Factotum,fail,6.7,7855,6.5,1184,male,male,FALSE
Fantastic Four,fail,5.7,147969,5.9,28714,male,female,FALSE
Final Fantasy VII: Advent Children,pass,7.4,33093,7.7,4874,male,female,FALSE
Fingersmith,pass,7.5,1244,8.3,2896,female,female,TRUE
Flightplan,pass,6.2,69518,6.4,20304,male,female,FALSE
The Fog,pass,3.5,17732,3.8,4396,male,female,FALSE
Fun with Dick and Jane,pass,6.1,65400,6.1,13431,male,equal,FALSE
Gespenster,pass,7,625,6.6,132,male,male,TRUE
Good Night and Good Luck.,fail,7.6,53246,7.6,10389,male,equal,FALSE
Happy Endings,pass,6.5,4565,6.7,1580,male,female,FALSE
Hard Candy,pass,7.2,72132,7.3,25246,male,female,FALSE
Harry Potter and the Goblet of Fire,fail,7.5,177517,8.1,72206,male,female,TRUE
