film_title,male_rating,female_rating
Irreversible,7.4,7.4
Is It College Yet?,8,8.3
Lilo and Stitch,7,7.4
Lilya 4-Ever,7.9,8
The Lord of the Rings: The Two Towers,8.8,8.7
Low-Flying Aircraft,6.3,5.5
The Magdalene Sisters,7.7,8.1
Maggie and Annie,4.3,4.3
Maid in Manhattan,4.6,5.2
Marion Bridge,6.9,7.3
May,6.7,6.8
Men in Black II,5.9,6.2
Minority Report,7.7,7.6
Mr Deeds,5.8,5.7
My Big Fat Greek Wedding,6.4,6.9
Naqoyqatsi,6.6,6.9
Neko no ongaeshi (The cat returns),7.2,7.5
Panic Room,6.8,6.8
Phone Booth,7.1,6.9
The Powerpuff Girls,6.3,6.7
Punch-Drunk Love,7.4,6.7
Queen of the Damned,4.9,5.9
The Quiet American,7.1,7.1
Rabbit-Proof Fence,7.4,7.8
Real Women Have Curves,6.8,7.3
Red Dragon,7.2,7.3
Reign of Fire,6.1,6.2
Resident Evil,6.7,7
The Ring,7.1,7.1
Ripley's Game,6.7,6.6
Road to Perdition,7.8,7.6
The Rules of Attraction,6.8,6.5
S1m0ne,6.1,6
The Santa Clause 2,5.3,5.9
Scooby-Doo,4.8,5.3
Secretary,7,7.6
Signs,6.7,6.7
Snow Dogs,4.9,5.5
Solaris,6.3,5.9
Spider-Man,7.3,7.2
Spirit: Stallion of the Cimarron,6.7,7.3
Spun,6.8,6.9
Spy Kids 2: Island of Lost Dreams,5,5.3
Star Trek: Nemesis,6.4,6.5
Star Wars: Episode II - Attack of the Clones,6.8,6.7
The Sweetest Thing,4.8,5.4
Sympathy for Mr. Vengeance,7.7,7.8
Tan de repente,6.5,6.1
Teknolust,5.1,5.9
Ten,7.4,7.5
They,4.8,4.7
Tipping the Velvet,7.7,8.2
The Transporter,6.8,6.8
Treasure Planet,6.9,7.2
Tuck Everlasting,6.4,7
The Tuxedo,5.2,5.2
The Twilight Samurai,8.2,7.7
Two Weeks Notice,5.8,6.3
Undercover Brother,5.8,5.7
Waking Up in Reno,5.5,5.6
We Were Soldiers,7.1,7.1
Whale Rider,7.6,7.9
White Oleander,7,7.5
Wilbur Wants to Kill Himself,6.9,7.2
WiseGirls,5.8,5.8
xXx,5.8,5.9
Ying xiong (Hero),7.9,8
Yossi & Jagger,7.4,7.5
The 51st State,6.3,6.4
A Beautiful Mind,8.2,8.2
A Knight's Tale,6.8,7.2
Along Came A Spider,6.3,6.4
Amazons and Gladiators,3,3
Amelie,8.4,8.6
American Outlaws,5.8,6.6
Antitrust,6.1,6.1
Arite hime/Princess Arete,7.1,5.9
Artificial Intelligence: AI,7.1,7.2
Atlantis: The Lost Empire,6.6,6.9
Baran,7.8,7.9
Black Hawk Down,7.8,7.5
Blow,7.7,7.5
The Breed,4.7,5.3
Bridget Jones's Diary,6.4,7.3
Brotherhood of the Wolf,7.1,7.1
Cowboy Bebop: The Movie,7.9,7.9
Don't Say A Word,6.2,6.5
Donnie Darko,8.1,8.2
Dr. Dolittle 2,4.5,4.9
Elvira's Haunted Hills,5.7,6.1
Epoch,4.7,5.7
Escanaba in da Moonlight,6.2,7.1
Evolution,6,6
The Fast and the Furious,6.5,6.7
Fat Girl,6.4,6.6
Finder's Fee,6.5,6.7
From Hell,6.8,7
Ghost World,7.5,7.5
Ghosts of Mars,4.9,4.9
The Glass House,5.7,5.9
Go,7.7,8
Gosford Park,7.3,7.6
Goyangileul butaghae (Take Care of My Cat),7.4,7.6
Gypsy 83,6.9,7.6
Hannibal,6.7,6.8
Harry Potter and the Sorcerer's Stone,7.3,8
He Died with a Felafel in His Hand,7,7.2
Hedwig and the Angry Inch,7.7,8.1
The Hidden Half (Nimeh-ye penhan),7.1,7.2
High Heels and Low Lifes,6.2,6.3
Hitched,5.3,6.1
Human Nature,6.4,6.4
Hundstage,7,6.9
I Am Sam,7.5,7.9
Impostor,6.2,6.3
In the Time of the Butterflies,6.6,7.2
Jason X,4.3,4.2
Jay and Silent Bob Strike Back,6.9,6.7
Jeepers Creepers,6,6.1
Josie and the Pussycats,5.1,5.5
Kate & Leopold,6.2,6.5
Kiss of the Dragon,6.6,6.5
Kissing Jessica Stein,6.7,6.7
One Man Up,7.3,7.4
L.I.E.,7.2,7.1
La fille de Keltoum,7.3,7.8
Lagaan - Once Upon a Time in India,8.4,8.1
Lara Croft: Tomb Raider,5.6,6
Late Marriage,7.3,7
Le fate ignoranti,7.3,7.9
Legally Blonde,5.9,6.7
The Legend of Suriyothai,6.5,7.1
The Lord of the Rings: The Fellowship of the Ring,8.8,8.8
Lost and Delirious,6.9,7.3
Lovely and Amazing,6.8,7
Lucky Girl (a.k.a. My Daughter's Secret Life),7,6.8
The Majestic,6.9,6.8
Manic,7.4,7.6
Me Without You,6.5,7.4
Millennium Actress,7.9,7.9
Miss Minoes (a.k.a Undercover Kitty),6.9,7.2
The Mists of Avalon,6.6,7.4
Monkeybone,4.6,4.9
Monsoon Wedding,7.3,7.6
Monsters Inc.,8,8.2
Mostly Martha,7.3,7.6
Moulin Rouge!,7.5,8.1
Mulholland Dr.,8,7.7
The Mystic Masseur,5.8,6.4
Nowhere in Africa,7.6,7.9
Ocean's Eleven,7.8,7.8
The One,5.9,6
Osmosis Jones,6.2,6.2
The Others,7.6,7.7
Pearl Harbor,5.8,6.6
The Piano Teacher,7.4,7.4
The Princess Diaries,5.6,6.7
Read My Lips,7.4,7.4
Riding in Cars with Boys,6.2,6.8
The Royal Tenenbaums,7.6,7.7
Samsara,7.7,7.8
Save the Last Dance,5.7,6.6
Shallow Hal,5.9,5.9
Shaolin Soccer,7.3,7.3
Shrek,7.9,8
Slashers,5.6,6.5
Someone Like You...,5.8,6.4
Spirited Away,8.6,8.8
Spy Kids,5.3,5.6
Suicide Club,6.7,6.7
Super Troopers,7.1,6.9
Tanguy,6.4,6.6
Thir13en Ghosts,5.4,5.9
Training Day,7.7,7.4
Valentine,4.5,5.1
Vanilla Sky,7,6.6
Waiting For Godot,7.7,7.7
Waking Life,7.8,7.8
War Bride,6.7,7.3
The Wedding Planner,4.7,5.6
Wet Hot American Summer,6.7,6.9
The Hexer,3.4,3.7
Wit,8,8.3
Y tu mama tambien,7.7,7.6
Zaion: I Wish You Were Here,5.8,6.3
Zoolander,6.6,6.6
28 Days,5.7,6.3
The 6th Day,5.9,5.7
A Good Baby,6.5,7.7
Almost Famous,8,7.9
Alvin and the Chipmunks Meet the Wolfman,6.5,7.4
American Psycho,7.6,7.5
An Extremely Goofy Movie,6.2,6.5
Baise-Moi,4.5,4.7
Bamboozlee,6.4,6.5
Batman Beyond: Return of the Joker,7.8,7.8
Battle Royale,7.8,7.9
The Beach,6.6,6.5
Beautiful Creatures,5.9,6.2
Best in Show,7.5,7.6
Billy Elliot,7.6,8
Blinkende lygter ('Flickering Lights'),7.7,7.8
Boiler Room,7,6.9
Bread and Roses,7.1,7.1
Bring It On,5.6,6.4
Cast Away,7.7,7.6
Cecil B. Demented,6.1,6.4
The Cell,6.3,6.4
Center Stage,5.9,7.1
Charlie's Angels,5.4,5.9
Cherry Falls,4.9,5.2
Chicken Run,7.1,7
Chocolat,7.2,7.6
The Circle,7.4,7.5
Coyote Ugly,5.3,6.1
Dancer in the Dark,8,8.1
Dancing at the Blue Iguana,5.7,6.4
The Dish,7.2,7.4
Dragonheart: A New Beginning,4.4,5.1
Dude Where's My Car,5.5,5.3
Dune,7.1,7.3
The Emperor's New Groove,7.2,7.6
Erin Brockovich,7.2,7.5
Fa yeung nin wa (In the Mood for Love),8.1,8.2
Final Destination,6.8,6.8
The Gift,6.6,6.8
Ginger Snaps,6.8,7
Girlfight,6.8,7.3
Gladiator,8.6,8.3
The Gleaners and I,7.5,7.8
Gone in Sixty Seconds,6.4,6.4
Greenfingers,6.7,7.3
Gundam Wing: The Movie - Endless Waltz,8,8.2
Hellraiser: Inferno,5.6,5.6
High Fidelity,7.6,7.5
Hollow Man,5.7,5.5
If These Walls Could Talk 2,6.5,7.6
Is It Fall Yet,8,8.2
The Isle,7.1,7.1
Italian for Beginners,7.1,7.2
J.S.A.: Joint Security Area,7.9,8
Joseph: King of Dreams,6.3,6.8
Kao (Face),7,7.9
Kevin & Perry Go Large,5.2,5.1
La comunidad,7.3,7.6
Life-Size,5.1,5.7
The Little Mermaid 2: Return to the Sea,5,6
Little Nicky,5.3,5.3
Love & Basketball,6.9,7.7
Malena,7.5,7.6
The Man Who Cried,6,6.7
Meet the Parents,7,6.8
Memento,8.6,8.3
Miss Congeniality,5.8,6.7
Mission to Mars,5.5,5.5
Mr. Accident,4.1,4.4
O Brother Where Art Thou?,7.8,7.8
Ordinary Decent Criminal,6.4,6.6
The Patriot,7.1,7.2
Picture Claire,5.6,6.1
Pitch Black,7.1,7.2
Pokemon: The Movie 2000,5.6,5.9
Red Planet,5.6,5.7
Remember the Titans,7.7,7.9
Requiem for a Dream,8.4,8.4
Return to Me,6.8,7.1
Ring 0: Birthday,6.1,6.5
The Road to El Dorado,6.7,7.1
Romeo Must Die,6,6.1
Rugrats in Paris:,5.8,6.5
Saving Grace,6.8,7.4
Scream 3,5.4,5.7
Sexy Beast,7.3,7.1
Shanghai Noon,6.6,6.6
Snatch.,8.4,8.1
Something Between Us,4.6,4.7
Songcatcher,7.1,7.5
Sordid Lives,7,7.2
Thirteen days,7.3,7.2
Titan A.E.,6.6,6.8
Together,7.5,7.5
Tully,7.3,7.7
Unbreakable,7.3,6.9
Urbania,7,7.1
Vertical Limit,5.8,6
The Way of the Gun,6.8,6.5
What Lies Beneath,6.5,6.7
What Women Want,6.4,6.4
What's Cooking?,6.9,7.3
Where the Heart Is,6.4,7.2
The Whole Nine Yards,6.7,6.8
Wo hu cang long (Crouching Tiger Hidden Dragon),7.9,7.9
X-Men,7.4,7.6
10 Things I Hate About You,6.9,7.7
The 13th Warrior,6.6,6.5
The 4th Floor,5.6,5.8
6ixtynin9,7.2,7
8MM,6.5,6.4
A Midsummer Night's Dream,6.3,6.8
American Beauty,8.5,8.2
American Pie,7.1,6.6
Analyze This,6.7,6.6
Anna and the King,6.5,7
Annie,6.4,6.9
Anywhere But Here,6,6.3
Austin Powers: The Spy Who Shagged Me,6.7,6.3
Being John Malkovich,7.8,7.7
Better Than Chocolate,6,6.7
The Big Kahuna,6.7,6.6
Black and White,5.1,4.9
The Blair Witch Project,6.4,6.1
Blast from the Past,6.5,6.6
Blue Streak,6.2,6.2
The Boondock Saints,7.9,8.2
Boys Don't Cry,7.5,7.9
But I'm a Cheerleader,6.2,6.9
Carrie 2: The Rage,4.4,4.8
The Cider House Rules,7.4,7.4
Cruel Intentions,6.7,7.2
Dick,6.1,6.4
Dogma,7.3,7.5
Double Platinum,5.6,6
Drop Dead Gorgeous,6.4,6.7
Election,7.3,7
eXistenZ,6.9,6.7
Eyes Wide Shut,7.4,6.7
Fight Club,8.9,8.8
Flawless,6.3,6.8
For Love of the Game,6.5,6.4
Galaxy Quest,7.2,7.5
Ghost Dog: The Way of the Samurai,7.6,7.5
Gigantics,7.9,7.3
Girl Interrupted,7.1,7.7
Go!,7.3,7.2
The Green Mile,8.5,8.6
The Haunting,4.7,5.2
Holy Smoke,5.8,6.1
Inferno,5,4.8
The Iron Giant,7.9,7.9
Jawbreaker,5,6
Kikujiro,7.9,8
The Magical Legend of the Leprechauns,6.6,7.7
Magnolia,8.1,7.7
Man on the Moon,7.5,7.3
The Matrix,8.8,8.4
Memento Mori,6.6,7
The Mummy,6.9,7.2
Muppets From Space,6.2,6.4
Mystery Men,6,6
Never Been Kissed,5.6,6.5
New Waterford Girl,7,7.4
Not One Less (Yi ge dou bu neng shao),7.8,7.7
Notting Hill,6.9,7.1
Office Space,7.9,7.7
The Other Sister,6.1,6.8
Payback,7.1,6.7
Pocket Monsters: Mewtwo Strikes Back!,5.4,5.9
Ravenous,7.1,7.2
Redball,5,6.3
Ring 2 (Ringu 2),6,6.1
Shojo kakumei Utena: Adolescence mokushiroku,7,7.5
The Sixth Sense,8.2,8.2
Sleepy Hollow,7.4,7.6
Sonnenallee,6.8,7.1
South Park: Bigger Longer & Uncut,7.8,7.5
Splendor,5.7,6.4
Star Wars: Episode I - The Phantom Menace,6.5,6.6
Stuart Little,5.8,6
The Talented Mr. Ripley,7.3,7.4
Tarzan,7.1,7.4
Teaching Mrs. Tingle,5.1,5.3
Things You Can Tell Just by Looking at Her,6.5,6.7
Three to Tango,6,6
Titus,7.2,7.5
Todo sobre mi madre (All About My Mother),7.9,8.1
Topsy-Turvy,7.3,7.3
Toy Story 2,8,7.8
Virus,4.8,4.7
Why Not Me?,6.7,7.1
Wild Wild West,4.7,4.8
Wing Commander,4,4.1
Wives and Daughters,8.1,8.3
54,5.7,5.8
A Bug's Life,7.2,7.3
American History X,8.6,8.6
Apt Pupil,6.7,6.7
Armageddon,6.5,6.9
The Avengers,3.6,3.9
BASEketball,6.6,6.3
Beloved,5.7,6.3
The Big Lebowski,8.3,7.9
Black Cat White Cat,8.2,8.3
Blade,7.1,7
Bride of Chucky,5.3,5.3
Buffalo '66,7.5,7.7
Central Station,8,8
Dancing at Lughnasa,6.2,6.6
Dark City,7.8,7.7
Dark Harbor,5.3,6.9
Deep Impact,6.1,6.2
The Dinner Game,7.7,7.7
Disturbing Behavior,5.4,5.7
The Dreamlife of Angels,7.5,7.8
Elizabeth,7.4,7.8
Enemy of the State,7.3,7.2
Ever After,6.4,7.4
The Faculty,6.4,6.5
Fear and Loathing in Las Vegas,7.8,7.6
Festen (The Celebration),8.2,8
Future Sport,4.1,5.5
Get Real,7.7,7.7
Gia,6.7,7.5
Glasblasarns barn,5.9,6.8
Godzilla,5.3,5.2
Halloween H20: 20 Years Later,5.6,5.6
Happiness,7.8,7.7
Hideous Kinky,6,6.5
High Art,6.6,7
Hope Floats,5.3,6.3
The Idiots,6.9,6.9
The Last Days of Disco,6.6,6.4
The Lion King 2: Simba's Pride,6.1,7
Little Voice,7,7.2
Lock Stock and Two Smoking Barrels,8.3,8.1
Lost in Space,5,5
Love & Pop,7.4,7.1
The Man in the Iron Mask,6.3,6.7
The Mask of Zorro,6.7,6.9
Mercury Rising,6,6.2
Moby Dick,6.6,6.4
Mulan,7.2,8
The Negotiator,7.3,7.2
The Opposite of Sex,6.5,6.6
Out of Sight,7.1,6.9
The Parent Trap,6,6.8
Perfect Blue,7.8,7.7
Phantoms,5.3,5.3
Pi,7.5,7.5
Pleasantville,7.5,7.6
Practical Magic,5.5,6.7
Primary Colors,6.7,6.6
The Prince of Egypt,6.8,7.2
The Proposition,6,6.7
Quest for Camelot,5.7,6.8
Rasen,5.3,5.7
The Red Violin,7.7,8
Ring (Ringu),7.3,7.4
Rounders,7.4,7
Run Lola Run,7.8,7.9
Rush Hour,6.9,6.9
Rushmore,7.8,7.7
Safe Men,6,6.2
Saving Private Ryan,8.6,8.1
Scooby-Doo on Zombie Island,7.5,8
The Secret of NIMH 2: Timmy to the Rescue,3.1,4.4
Shakespeare in Love,7.2,7.4
Show Me Love,7.7,7.6
Six Days Seven Nights,5.7,5.7
SLC Punk!,7.4,7.8
Sliding Doors,6.7,7
Slums of Beverly Hills,6.5,6.8
Small Soldiers,6.1,6
Smoke Signals,7.1,7.5
Species II,4.2,4.4
Sphere,6,6
Star Trek: Insurrection,6.3,6.6
Stepmom,6.3,7
The Storm Riders,6.4,7
Strike!,6.2,7.3
There's Something About Mary,7.2,6.6
The Thin Red Line,7.6,7.5
Trance (The Eternal),4.2,4.1
The Truman Show,8.1,7.9
Urban Legend,5.3,5.8
Vampires (John Carpenter's),6.1,5.9
Velvet Goldmine,6.7,7.5
After life,7.8,8
The Wedding Singer,6.8,7
Wild Things,6.5,6.3
The X Files,6.9,7.1
Yeogo goedam,6.1,6.5
You've Got Mail,6.3,6.8
Your Friends and Neighbors,6.4,6.1
La principessa e il povero,5.9,6.8
A Simple Wish,5,5.8
Actrius,6.6,7.7
Air Bud,4.8,5.6
Air Force One,6.4,6.5
Alien: Resurrection,6.3,6.5
Anastasia,6.6,7.7
As Good as It Gets,7.8,7.7
Austin Powers: International Man of Mystery,7.1,6.7
Ayneh,7.6,7.5
Ayneh,7.6,7.5
Batman & Robin,3.5,4.3
Boogie Nights,7.9,7.6
Career Girls,7.1,7.2
The Castle,7.7,7.9
Cats Don't Dance,6.8,7.1
Chasing Amy,7.5,7.1
Chun gwong cha sit (Happy Together),7.7,7.9
Cinderella,5.6,6.8
Clockwatchers,6.4,6.4
Con Air,6.8,6.8
Conspiracy Theory,6.7,6.8
Contact,7.4,7.3
Cube,7.4,7.4
Dante's Peak,5.8,6
The Devil's Advocate,7.5,7.5
Eve's Bayou,7.1,7.8
Event Horizon,6.7,6.5
Face/Off,7.3,7.2
Fever Pitch,6.7,6.7
Fierce Creatures,6.3,6.4
The Fifth Element,7.6,7.8
Flubber,4.9,5.1
For Richer or Poorer,5.5,6
Free Willy 3: The Rescue,4.2,5.2
Funny Games,7.6,7.6
G.I. Jane,5.7,6.3
The Game,7.8,7.6
Gattaca,7.8,7.8
George of the Jungle,5.3,5.8
Good Burger,5.5,6
Good Will Hunting,8.3,8.1
Grosse Pointe Blank,7.4,7.5
Hercules,7,7.5
I Know What You Did Last Summer,5.6,5.6
I Think I Do,6.9,6.4
In the Company of Men,7.3,6.9
The Inheritance,6.6,7.2
Jackie Brown,7.6,7.5
Jungle 2 Jungle,4.8,5.5
Kiss the Girls,6.5,6.8
Knockin' on Heaven's Door,7.9,8.2
L.A. Confidential,8.4,8.1
La vita es bella,8.6,8.9
Le Acrobate,6.8,7.4
Liar Liar,6.8,6.7
Lost Highway,7.7,7.6
The Lost World: Jurassic Park,6.4,6.5
Men in Black,7.2,7.2
Mononoke-hime,8.5,8.4
Mortal Kombat: Annihilation,3.6,4.1
Mrs Dalloway,6.7,7.2
Murder at 1600,6,6.1
My Best Friend's Wedding,6.1,6.5
My Life in Pink ( Ma Vie En Rose ),7.4,7.9
Neon Genesis Evangelion: The End of Evangelion,8.2,7.9
Orgazmo,6.2,6.2
Paradise Road,6.6,7.3
The Peacemaker,5.9,5.8
Perfect Picture,5.3,5.7
The Postman,5.9,5.9
Romy and Michelle's High School Reunion,5.9,6.5
Scream 2,6,6.1
Selena,6.3,7
Smilla's Sense of Snow,6.3,6.7
Snow White: A Tale of Terror,6,6.8
Spawn,5.2,5.1
Spice World,2.8,4.4
Starship Troopers,7.2,6.7
Taste of Cherry,7.7,7.6
Titanic,7.6,8.1
Turbo: A Power Rangers Movie,3.1,3.9
Vegas Vacation,5.9,6.1
Volcano,5.3,5.6
The Well,6.2,6.1
Wild America,6,6.7
Wilde,6.8,7.1
The Winter Guest,6.9,7.4
The Wrong Guy,7.1,7.5
101 Dalmatians,5.4,6
The Associate,5.8,6.4
August,6,6.4
Beautiful Girls,7.3,7
Beyond Silence (Jenseits der Stille),7.4,7.6
Big Night,7.4,7.4
The Birdcage,6.7,7.3
Bound,7.4,7.5
Brassed Off,7.1,7.1
Broken Arrow,5.9,5.9
The Cable Guy,6,5.6
Chain Reaction,5.5,5.6
Charlot og Charlotte,7.6,8.3
Connie Gomper & the Pack,8,5.5
The Craft,5.9,6.7
Down Periscope,5.9,6.2
DragonHeart,6.3,6.7
Emma,6.6,7.1
The English Patient,7.3,7.7
Escape from L.A.,5.6,5.6
Eye for an Eye,5.9,6.7
The Fan,5.8,5.7
Fargo,8.2,8
Fear,6,6.6
Female Perversions,5.4,5.7
Fire,7.1,7.5
The First Wives Club,5.6,6.7
Fly Away Home,6.7,7
Foxfire,5.8,6.6
Freeway,6.8,7.2
The Frighteners,7.2,7.2
From Dusk Till Dawn,7.3,7.1
Girls Town,5.9,6.5
The Glimmer Man,5.3,5.1
The God of Cookery,7.4,7.5
Grace of my heart,6.5,7.2
Hamlet,7.8,7.9
Hard Eight,7.3,7.1
Harriet the Spy,5.6,6.4
Hellraiser: Bloodline,4.9,5.1
Homeward Bound II: Lost in San Francisco,5.6,6.4
The Hunchback of Notre Dame,6.7,7.1
I Shot Andy Warhol,6.5,6.7
Independence Day,6.9,7
Irma Vep,7,6.7
James and the Giant Peach,6.7,6.9
Jane Eyre,6.5,7
Jingle All the Way,5.3,5.3
Kids Return,7.6,7.9
Kingpin,6.9,6.4
Libertarias,7,7.3
Lone Star,7.6,7.7
The Long Kiss Goodnight,6.7,6.9
Love and Other Catastrophes,6.2,6.6
Manny & Lo,6.8,7.1
Mars Attacks!,6.3,6.2
Matilda,6.6,7.2
The Mirror Has Two Faces,6,7
Mission: Impossible,7.1,6.8
Mother Night,7.2,7
Mr. Wrong,3.5,4.3
Muppet Treasure Island,6.8,7.2
Poison Ivy II,4.2,4.5
The Preacher's Wife,5.3,5.6
Pusher,7.4,7.1
The Quest,5.3,5.6
Ridicule,7.4,7.4
The Rock,7.4,7.3
Romeo + Juliet,6.7,7.3
Sabrina the Teenage Witch,5.5,6.5
Scream,7.2,7.1
Secrets & Lies,8,7.9
Set It Off,6.5,7.4
Space Jam,6.1,6.1
The Spitfire Grill,6.8,7.2
Spy Hard,5.2,5
Star Trek: First Contact,7.5,7.6
Striptease,4.2,4.3
Swallowtail Butterfly,7.8,7.6
That Thing You Do!,6.8,7
Three Lives and Only One Death,7.2,7.3
Trainspotting,8.2,8.2
The Truth About Cats & Dogs,6.2,6.5
Twister,6.2,6.5
Walking and Talking,6.7,7
Welcome to the Discworld,7,7.2
When the Cat's Away,6.9,7
A Goofy Movie,6.7,6.9
A little princess,7.4,8
The Addiction,6.4,6.4
Aladdin and the King of Thieves,6.2,6.6
The American President,6.8,7
Antonia's Line,7.3,8
Apollo 13,7.6,7.6
Assassins,6.2,6.3
The Baby-Sitters Club,4.8,6.2
Balto,6.8,7.4
Batman Forever,5.4,5.8
Before Sunrise,8.1,8
Billy Madison,6.5,6.3
Boys on the Side,6,6.8
Braveheart,8.5,8.1
The Bridges of Madison County,7.4,7.8
Butterfly Kiss,6.4,6.4
Canadian Bacon,5.9,6
Casino,8.3,7.9
Casper,5.8,6.5
The Celluloid Closet,7.7,7.9
Circle of Friends,6.3,7
Clueless,6.4,7.2
Cold Comfort Farm,7.1,7.7
Congo,4.9,5.1
Copycat,6.5,6.8
Dangerous Minds,6.2,6.8
Devil in a Blue Dress,6.7,6.7
Die Hard: With a Vengeance,7.6,7.4
Dolores Claiborne,7.3,7.6
Dracula: Dead and Loving It,5.6,6.3
Empire Records,6.5,7.4
Fallen Angels,7.7,7.8
Four rooms,6.7,6.9
French Kiss,6.4,6.8
Gold Diggers: The Secret of Bear Mountain,5.6,6.4
Hackers,6.1,6.4
Heat,8.3,7.9
Home for the holidays,6.4,7
How to Make an American Quilt,5.9,6.5
The Incredibly True Adventures of Two Girls in Love,6,6.8
Jumanji,6.7,7
Ghost in the Shell,8,7.8
La Haine,8.1,7.9
The Langoliers,6,6.2
Maborosi,7.6,7.9
Mallrats,7.2,7.2
Mighty Morphin Power Rangers: The Movie,4.8,5.6
Mimi wo sumaseba (Whisper of the Heart),8,8.1
Mortal Kombat,5.8,6
The Net,5.7,6.2
Now and Then,6,7.3
Outbreak,6.5,6.6
The Pebble and the Penguin,5.3,6.1
Persuasion,7.2,8
Pocahontas,6.2,7.3
Pride and Prejudice,8.8,9.4
The Quick and the Dead,6.4,6.4
Ringu Kanzenban,6.7,7.7
Rumble in the Bronx (Hung fan kui),6.7,6.7
Sabrina,6,6.6
Safe,7.1,7
Sailor Moon SuperS the Movie The Ten Senshi Unite Mystery of the Black Dream Hole (Sailor Moon Super S the Movie: Black Dream,6.6,7.9
Se7en,8.7,8.5
Sense and Sensibility,7.5,8
Serving in Silence,6.9,7.5
Showgirls,4.5,4.5
Species,5.8,5.6
Strange Days,7.2,7.2
Tank Girl,5,5.9
To Wong Foo Thanks for Everything! Julie Newmar,5.8,7.1
Toy Story,8.3,8.2
Twelve Monkeys,8.1,7.9
Underground,8.2,8.2
The Usual Suspects,8.7,8.6
Waterworld,6.1,5.8
Welcome to the Dollhouse,7.4,7.6
When Night is Falling,6.5,7.1
While You Were Sleeping,6.4,7.1
A.P.E.X.,4.2,5.3
Ace Ventura: Pet Detective,6.9,6.5
The Adventures of Priscilla Queen of the Desert,7.3,7.8
Airheads,6,6
Amateur,7,7.1
Angels in the Outfield,5.9,6.3
Bad Girls,4.8,5.7
Beverly Hills Cop III,5.4,5.4
Birds 2: Land's End,2.7,3
Blue Sky,6.4,6.8
Brainscan,6,6.5
Chungking Express,8.1,8.1
Clerks.,7.9,7.7
The Client,6.6,7
Color of Night,5,5.2
Corrina Corrina,6,7
Crooklyn,6.7,7.7
The Crow,7.6,7.9
Drop Zone,5.5,5.9
Dumb & Dumber,7.4,6.5
Eat Drink Man Woman,7.8,7.8
Ed Wood,8,7.8
The Fantastic Four,3.8,4.8
Fear City: A Family-Style Comedy,7.7,7.8
Felidae,7.2,7.7
Forrest Gump,8.8,8.7
Fritankaren,6.9,2
Sailor Moon S the Movie: Hearts in Ice,6.9,8.2
Getting Any?,6.2,6.8
Giorgino,7.6,7.5
Go Fish,5.4,6
Heavenly Creatures,7.4,7.7
Heisei tanuki gassen pompoko,7.4,7.4
The Hudsucker Proxy,7.4,7.3
I Like It Like That,6.2,7.4
In the Mouth of Madness,7.2,7
Interview with the Vampire,7.5,7.8
It's Pat,2.5,3.2
J'ai pas sommeil,6.8,7.2
The Last Seduction,7.1,7.2
Legend of the Red Dragon / Hong Xi Guan: Zhi Shao Lin wu zu,6.3,6.7
Legends of the Fall,7.4,7.7
The Lion King,8.4,8.8
Little Women,6.9,7.6
The Mask,6.9,6.6
Mina Tannenbaum,7.1,7.8
Muriel's Wedding,7.1,7.4
Naked Gun 33 1/3: The Final Insult,6.4,6.1
No Escape,6,6.1
Oleanna,6.8,6.5
The Pagemaster,5.6,6.3
Pat and Margaret,8,7.5
Police Academy: Mission to Moscow,3,3.5
Priest,7.2,7.7
The Professional,8.6,8.7
Pulp Fiction,9,8.6
Quiz Show,7.5,7.5
Reality Bites,6.4,7
The Return of Jafar,5.8,6
The Road to Wellville,5.7,5.6
The Santa Clause,6.2,6.7
The Shadow,5.9,6.1
The Shawshank Redemption,9.3,9.2
Sister My Sister,6.9,7.4
The Specialist,5.4,5.3
Speed,7.1,7.2
The Stand,7.2,7.6
Star Trek Generations,6.5,6.7
Stargate,7,7.2
Street Fighter,3.6,3.9
The Swan Princess,5.9,6.9
Three Colors: White,7.7,7.7
Timecop,5.8,5.8
Trading Mom,4.8,6.2
True Lies,7.2,7.1
Uncovered,5.8,5.8
Wing Chun,7,7.9
Adams Family Values,6.4,7
The Age of Innocence,7.2,7.3
Bad Boy Bubby,7.5,7.3
Batman: Mask of the Phantasm,7.9,7.4
The Beverly Hillbillies,4.7,5.2
Body of Evidence,4.2,4.3
Boxing Helena,4.4,4.8
Cannibal! The Musical,7.3,7.5
Cliffhanger,6.4,6.1
Coneheads,5.2,5.3
Cool Runnings,6.8,6.9
Dave,6.8,6.9
Dazed and Confused,7.7,7.6
Death Train,5.3,5.5
Demolition Man,6.6,6.5
Dragon: The Bruce Lee Story,7,7.1
Even Cowgirls Get The Blues,4.1,4.5
The Evil Cult,6.3,6.9
Fatal Instinct,5.6,5.6
Fei hu wai zhuan,5.7,9
The Fugitive,7.8,7.7
Sailor Moon R the Movie: The Promise of the Rose,7.1,8.3
Gettysburg,7.7,7.7
Groundhog Day,8.1,7.7
Gypsy,7.3,7.3
Heart and Souls,6.6,7.3
Heidi,6.8,7.4
The Heroic Trio,6.5,7.1
Hocus Pocus,6.1,7.2
Homeward Bound: The Incredible Journey,6.7,7.3
Indian Summer,6.3,6.6
Indien,7.9,7.5
The Joy Luck Club,7.3,8.1
Jurassic Park,8.1,7.9
Little Buddha,5.9,6.2
Manhattan Murder Mystery,7.4,7.6
Mrs. Doubtfire,6.7,7.1
Naked,7.9,7.8
